"","SIDateTime","ElectricActivity","NLS","ltgAll","VASR_AB","OverallABmedInfra","OverallABmedSeis","maxseisDur","maxinfraDur","CRF_yn","CRF_yn2","start_ElectricActivity","Factor_ltgAll"
"1147","06-Jun-2015 02:04:55",131.5884,8,0,3.40684731773781,230394.911244,98962.3007815,30.94,18.84,"n","n",131.58842425,"0"
"1161","06-Jun-2015 03:11:17",6.6166895,2,0,2.11150580368266,310863.3315925,151052.5785205,109.77,90.77,"n","n",6.61671375,"0"
"1185","06-Jun-2015 05:08:17",18.173737,15,2,2.89890530243222,431844.3563355,152517.197147,51.66,43.26,"n","n",18.17376125,"1"
"1203","06-Jun-2015 06:22:18",23.764285,12,1,2.61519388608873,295108.289537,146581.952432,46.73,40.36,"n","n",23.76430925,"1"
"1204","06-Jun-2015 06:25:59",13.091844,36,3,4.30886704072271,694646.512984,194784.9957225,59.05,49.07,"n","n",13.09186825,"1"
"1207","06-Jun-2015 06:35:57",3.3437022,2,0,2.34914820418179,460898.918567,202595.1383675,40.28,28.37,"n","n",3.34372645,"0"
"1212","06-Jun-2015 07:21:55",4.9839985,6,1,1.79066319929141,91147.9899705,51986.00569,30.63,14.81,"n","n",4.98402275,"1"
"1213","06-Jun-2015 07:29:27",10.207769,10,0,4.243473281603,421876.9251985,135252.578625,63.74,47.97,"n","n",10.20779325,"0"
"1216","06-Jun-2015 07:51:08",4.578463,5,0,1.70912502655173,977241.813321,581967.167487,23.64,8.73,"n","n",4.57848725,"0"
"1217","06-Jun-2015 07:52:26",14.904327,8,0,1.64877318745226,348318.4325475,211259.156322,25.72,14.74,"n","n",14.90435125,"0"
"1218","06-Jun-2015 08:03:59",7.0110327,7,0,3.69081803015218,3292949.65766,892200.49072,51.79,38.39,"n","n",7.01105695,"0"
"1220","06-Jun-2015 08:19:21",13.785809,12,0,2.53814729973301,433741.6455545,175843.9349465,22.72,8.01,"n","n",13.78583325,"0"
"1221","06-Jun-2015 08:21:03",54.774855,16,1,3.18682151491933,1309386.7357795,410875.4536925,32.01,22.22,"n","n",54.77487925,"1"
"1222","06-Jun-2015 08:27:18",28.917622,16,1,0.69507910838885,202387.9575795,315428.791833,37.83,22.2,"n","n",28.91764625,"1"
"1223","06-Jun-2015 08:34:42",0.00014374,2,0,0.0856473613167273,294687.090579,2812465.7624055,104.75,90.24,"n","n",0.00016799,"0"
"1224","06-Jun-2015 08:36:40",0.003327899,2,0,3.98364473180817,264443.7035015,66382.3511645,63.85,47.85,"n","n",0.003352149,"0"
"1226","06-Jun-2015 08:47:24",5.542846,5,0,1.90633022726341,401049.8870005,228713.646657,73.08,58.75,"n","n",5.54287025,"0"
"1227","06-Jun-2015 08:52:16",18.109887,42,6,11.3929091672348,3105773.294235,272605.815481,77.14,60.13,"n","n",18.10991125,"1"
"1230","06-Jun-2015 08:59:45",4.4250729,8,1,2.9479793705785,506084.955261,181324.5051145,53.17,42.96,"n","n",4.42509715,"1"
"1231","06-Jun-2015 09:02:24",0.001080992,6,1,1.04418791818976,121260.6798575,117945.8425115,38.38,26.01,"n","n",0.001105242,"1"
"1232","06-Jun-2015 09:06:43",44.94713,40,3,4.69885719323037,1944249.08225,413770.6259835,96.67,84.03,"n","n",44.94715425,"1"
"1234","06-Jun-2015 09:26:35",59.779351,23,2,2.9343869921763,424940.159277,177451.9189585,96,90.39,"n","n",59.77937525,"1"
"1235","06-Jun-2015 09:36:44",19.238139,73,6,0.332605843309334,558120.7740585,1873126.889084,58.31,45.27,"n","n",19.23816325,"1"
"1237","06-Jun-2015 09:43:42",0.00182071,4,0,2.14443188382978,457373.1097555,236109.3721595,77.46,65.82,"n","n",0.00184496,"0"
"1239","06-Jun-2015 09:52:47",36.441025,44,1,1.30119611290287,533779.9513665,414997.237778,102.78,90.11,"n","n",36.44104925,"1"
"1240","06-Jun-2015 09:54:48",0.000181261,4,1,3.22030628485776,417248.842688,136900.091765,62.26,52.37,"n","n",0.000205511,"1"
"1242","06-Jun-2015 10:02:16",10.389689,18,2,1.21249459723224,161571.9495675,155822.028905,47.67,36.23,"n","n",10.38971325,"1"
"1243","06-Jun-2015 10:05:25",0,1,0,1.57571274923525,130674.306322,85058.0832245,43.95,32.12,"n","n",2.425e-05,"0"
"1245","06-Jun-2015 10:11:10",4.9835829,8,1,2.49672586954965,149282.7826955,76820.189591,46.68,40.33,"n","n",4.98360715,"1"
"1246","06-Jun-2015 10:12:20",0,1,0,1.65428570836239,1051307.0791785,738070.6837805,53.97,45.08,"n","n",2.425e-05,"0"
"1247","06-Jun-2015 10:13:22",0.005491822,10,1,1.81805287902216,640146.6582275,460942.104491,34.44,27.74,"n","n",0.005516072,"1"
"1249","06-Jun-2015 10:21:16",3.4028071,3,0,11.2590186894744,371765.480577,35306.7058945,33.12,24.76,"n","n",3.40283135,"0"
"1251","06-Jun-2015 10:22:58",1.0902621,4,0,8.56156213757076,2076077.5100725,244807.265516,46.37,36.45,"n","n",1.09028635,"0"
"1252","06-Jun-2015 10:27:37",3.7979552,15,2,5.33915098748135,622808.4796465,145211.1681645,98.68,88.76,"n","n",3.79797945,"1"
"1254","06-Jun-2015 10:34:24",7.3436235,6,1,4.91921635038654,648386.9258875,140551.4995425,59.37,50.58,"n","n",7.34364775,"1"
"1255","06-Jun-2015 10:43:24",0.003410063,5,1,6.31349094310053,4515317.156308,822827.134412,98.45,90.4,"n","n",0.003434313,"1"
"1258","06-Jun-2015 10:54:07",0.002554896,6,1,5.12016552809828,382032.454772,77657.7212775,46.91,37.99,"n","n",0.002579146,"1"
"1260","06-Jun-2015 11:01:16",10.256142,25,2,8.13466348609704,3381129.6379525,415644.6844705,51.41,39.97,"n","n",10.25616625,"1"
"1262","06-Jun-2015 11:15:22",3.282511,4,0,3.87610196777853,2461041.9641345,658361.4947195,48.07,38.82,"n","n",3.28253525,"0"
"1266","06-Jun-2015 11:27:36",0.000415444,3,1,3.85762608965931,2016304.560618,610309.855898,55.78,47.07,"n","n",0.000439694,"1"
"1267","06-Jun-2015 11:35:11",0.002693966,6,1,3.88153074151038,1103474.414431,315587.849614,67.91,59.86,"n","n",0.002718216,"1"
"1270","06-Jun-2015 11:53:25",3.7615739,7,1,5.4391215088363,6782054.705912,1388616.1499335,65.01,56.17,"n","n",3.76159815,"1"
"1285","06-Jun-2015 13:49:04",13.514548,62,5,3.72085802795766,4905258.871675,1347055.0917385,85.18,75.24,"n","n",13.51457225,"1"
"1287","06-Jun-2015 13:56:05",0,1,0,3.18348728037254,211742.683197,84273.4268975,48.46,42.54,"n","n",2.425e-05,"0"
"1292","06-Jun-2015 14:31:37",0,1,0,1.84287343968133,251660.7279215,157255.3514225,102.98,90.41,"n","n",2.425e-05,"0"
"1294","06-Jun-2015 14:43:55",9.1249118,15,1,8.09445732492552,4745769.034934,590054.011731,84.12,71.19,"n","n",9.12493605,"1"
"1295","06-Jun-2015 14:51:41",12.754485,23,2,2.32447959853038,240972.0996765,117200.41274,52.23,45.8,"n","n",12.75450925,"1"
"1296","06-Jun-2015 14:56:43",4.4433729,6,1,3.82454571064765,992107.0069465,289305.897133,64.23,54.06,"n","n",4.44339715,"1"
"1299","06-Jun-2015 15:17:20",6.2820234,28,2,8.33778704355674,982433.567133,143298.819048,77.98,65.75,"n","n",6.28204765,"1"
"1302","06-Jun-2015 15:28:24",9.8045067,23,2,1.04887843344344,430602.905404,472324.3591315,51.8,41.19,"n","n",9.80453095,"1"
"1303","06-Jun-2015 15:32:33",0,1,0,1.13406899089141,244637.5437355,224895.8835635,56.45,45.84,"n","n",2.425e-05,"0"
"1304","06-Jun-2015 15:39:13",12.428061,15,2,0.712499471591759,1079151.451805,1680353.4319845,71.82,60.08,"n","n",12.42808525,"1"
"1309","06-Jun-2015 16:03:57",5.0311762,2,0,2.29537022611811,529761.0641845,302025.286488,57.68,47.52,"n","n",5.03120045,"0"
"1311","06-Jun-2015 16:12:05",13.979668,36,3,2.49940040966534,278733.033135,132129.21836,58.73,50.08,"n","n",13.97969225,"1"
"1318","06-Jun-2015 16:38:19",4.27755,12,1,8.55193438074057,587925.16795,80121.5637135,67.16,59.85,"n","n",4.27757425,"1"
"1319","06-Jun-2015 16:39:56",0,1,0,2.16279941027324,628425.9688285,453917.3188815,50.11,42.71,"n","n",2.425e-05,"0"
"1320","06-Jun-2015 16:45:36",9.9527998,38,1,17.1859793406242,5069484.5940005,326522.188153,49.5,41.37,"n","n",9.95282405,"1"
"1323","06-Jun-2015 16:51:18",0.000159412,2,0,2.28847396196256,438911.086243,237884.634506,38.88,31.73,"n","n",0.000183662,"0"
"1327","06-Jun-2015 17:02:13",0.000221602,2,0,11.3356715095116,4378889.5818685,491474.908111,41.28,33.21,"n","n",0.000245852,"0"
"1328","06-Jun-2015 17:03:06",0,1,0,12.5841159763425,3662290.655003,451440.944172,34.59,26.06,"n","n",2.425e-05,"0"
"1329","06-Jun-2015 17:13:48",27.932763,91,4,13.0292087236469,7820667.218797,745637.8608065,64.38,55.05,"n","n",27.93278725,"1"
"1330","06-Jun-2015 17:16:17",7.0020559,2,0,11.2792929546218,3196751.692359,309296.287751,33.28,24.02,"n","n",7.00208015,"0"
"1351","06-Jun-2015 18:21:33",0,1,0,29.4807660932835,559296.3139085,18971.566483,21.76,15.56,"n","n",2.425e-05,"0"
"1385","06-Jun-2015 20:39:07",0.000555187,4,1,4.61462805589276,390525.220213,91519.998314,104.31,90.52,"n","n",0.000579437,"1"
"1387","06-Jun-2015 20:48:21",15.113989,14,1,3.2978440481982,108058.0765015,43607.6995565,42.72,31.23,"n","n",15.11401325,"1"
"1389","06-Jun-2015 20:53:11",2.3736847,14,2,2.94331630539332,143986.0629865,50818.8657065,63.05,40.94,"n","n",2.37370895,"1"
"1394","06-Jun-2015 21:53:56",3.933858,3,0,1.31343005589827,66633.023068,66413.0511775,70.15,65.69,"n","n",3.93388225,"0"
"1395","06-Jun-2015 22:06:41",3.8578216,3,0,1.84432522473294,34465.289405,26879.54199,42.32,36.51,"n","n",3.85784585,"0"
"1397","06-Jun-2015 23:46:33",4.4450015,31,2,18.2575377958767,813859.831456,53792.6880355,28.8,22.42,"n","n",4.44502575,"1"
"1399","07-Jun-2015 00:01:20",15.352449,44,2,7.24174123323025,2202074.241597,304080.7687925,68.96,55.71,"n","n",15.35247325,"1"
"1401","07-Jun-2015 00:08:10",0.001539036,3,0,1.78890754572621,49561.939759,29980.76361,24.55,21.78,"n","n",0.001563286,"0"
"1403","07-Jun-2015 00:21:37",0.001065728,6,1,3.68582100865075,474837.2414,149497.8493465,33.88,27.17,"n","n",0.001089978,"1"
"1404","07-Jun-2015 00:27:28",63.407867,4,0,7.34921234648616,325733.7164595,47276.316827,32.91,24.52,"n","n",63.40789125,"0"
"1405","07-Jun-2015 00:42:38",6.5556931,7,0,4.66747872030151,611722.7458,151285.322959,51.74,44.88,"n","n",6.55571735,"0"
"1410","07-Jun-2015 01:13:52",0.007722856,22,1,6.63397623608009,341895.7847215,58780.240984,36.17,30.44,"n","n",0.007747106,"1"
"1412","07-Jun-2015 01:37:52",14.93781,34,5,3.39808347315355,314053.50818,121391.4033395,37.17,31.01,"n","n",14.93783425,"1"
"1413","07-Jun-2015 01:40:45",17.91462,15,1,9.21663688507849,947929.168814,130218.8552725,43.78,34.07,"n","n",17.91464425,"1"
"1414","07-Jun-2015 01:44:26",0.00025407,2,0,1.87053628605816,145087.3568135,96277.1131285,83.57,76.74,"n","n",0.00027832,"0"
"1415","07-Jun-2015 01:47:32",19.510803,19,2,6.57188992135985,891186.720818,179596.4748725,34.24,27.21,"n","n",19.51082725,"1"
"1418","07-Jun-2015 02:01:08",7.8353624,7,1,8.15198265594158,428593.159871,55672.2361105,31.85,24.82,"n","n",7.83538665,"1"
"1419","07-Jun-2015 02:02:57",36.031158,21,2,3.92828358011102,1387705.4319585,380575.810792,65.26,52.56,"n","n",36.03118225,"1"
"1420","07-Jun-2015 02:07:18",1.9006234,8,1,2.03693001414153,75901.035654,38993.8506235,24.42,19.62,"n","n",1.90064765,"1"
"1421","07-Jun-2015 02:13:38",0,1,0,5.38417419165285,138121.212901,31596.1355245,20.55,7.99,"n","n",2.425e-05,"0"
"1423","07-Jun-2015 02:19:10",0,1,0,2.27864528067765,91774.008953,48727.7631975,45.54,32.9,"n","n",2.425e-05,"0"
"1427","07-Jun-2015 03:15:48",15.220589,35,2,5.89096461819222,578236.8106015,117847.444521,51.23,41.91,"n","n",15.22061325,"1"
"1428","07-Jun-2015 03:23:33",13.840329,31,3,3.00456591828809,312708.828276,115774.254333,73.81,68.47,"n","n",13.84035325,"1"
"1431","07-Jun-2015 03:38:12",5.9212362,30,2,10.1933951421635,1334694.760377,130937.2139275,31.73,24.7,"n","n",5.92126045,"1"
"1433","07-Jun-2015 03:57:17",5.1661872,16,2,7.44171716376691,1508105.335282,231157.40856,58.73,48.38,"n","n",5.16621145,"1"
"1435","07-Jun-2015 04:02:14",27.809585,13,1,3.06591772247648,480083.353572,187837.559419,27.92,21.7,"n","n",27.80960925,"1"
"1436","07-Jun-2015 04:13:38",1.1111013,16,1,5.7277666641604,541357.8049745,123039.1035135,42.04,36.79,"n","n",1.11112555,"1"
"1439","07-Jun-2015 04:40:21",47.244681,7,0,2.20334479688491,151409.5633365,78837.044657,55.87,42.9,"n","n",47.24470525,"0"
"1440","07-Jun-2015 04:57:51",28.777748,41,2,95.660128064645,1160628980.06932,12132839.4969845,87.67,79.06,"n","n",28.77777225,"1"
"1441","07-Jun-2015 05:24:10",0.003187633,4,0,2.71450687938247,225979.810536,88802.9252865,23.34,10.12,"n","n",0.003211883,"0"
"1442","07-Jun-2015 05:26:20",13.118745,23,3,3.43626026389451,142223.0636805,51028.562175,31.24,24.21,"n","n",13.11876925,"1"
"1443","07-Jun-2015 05:36:15",2.8205864,11,1,1.96093873551712,246982.2209635,139135.9906495,50.35,41.74,"n","n",2.82061065,"1"
"1447","07-Jun-2015 05:53:27",40.46747,19,2,3.75784742046376,533378.0191635,195539.2089345,96.39,90.1,"n","n",40.46749425,"1"
"1448","07-Jun-2015 06:02:43",0.000419504,2,0,4.99496789453311,217180.4062855,53782.9342555,44.4,36.9,"n","n",0.000443754,"0"
"1450","07-Jun-2015 06:11:15",56.929671,45,5,3.10190281864655,55811.2052355,18645.7817615,21.88,8.36,"n","n",56.92969525,"1"
"1451","07-Jun-2015 06:21:56",0.0012458,3,0,4.10375333152369,158320.7391145,38579.4969445,38.28,30.98,"n","n",0.00127005,"0"
"1452","07-Jun-2015 06:28:11",0,1,0,7.15447423040235,300908.785297,45537.334385,26.78,18.73,"n","n",2.425e-05,"0"
"1453","07-Jun-2015 06:55:20",3.1874875,7,2,3.42331528037084,381196.480839,111353.015898,75.92,68.42,"n","n",3.18751175,"1"
"1454","07-Jun-2015 06:56:40",37.691496,11,4,6.43545914959488,386852.299728,70110.6593695,28.34,23.2,"n","n",37.69152025,"1"
"1456","07-Jun-2015 07:05:05",6.5715301,30,2,4.05710985851669,609314.3146685,160696.6049715,62.05,58.55,"n","n",6.57155435,"1"
"1460","07-Jun-2015 08:19:46",4.9597199,21,2,2.7137849386134,1243201.8935145,560417.314195,101.1,90.17,"n","n",4.95974415,"1"
"1461","07-Jun-2015 08:19:46",108.7715,128,6,2.7137849386134,1243201.8935145,560417.314195,101.1,90.17,"n","n",108.77152425,"1"
"1462","07-Jun-2015 08:25:00",14.788353,7,0,3.25535025679959,260471.9702465,133119.9671925,33.45,11.26,"n","n",14.78837725,"0"
"1467","07-Jun-2015 09:44:38",3.5878555,8,1,2.42907745776664,330206.488851,135939.0528265,46.06,29.3,"n","n",3.58787975,"1"
"1468","07-Jun-2015 09:51:00",8.5808123,33,3,2.28407366591407,194396.8335185,93238.535706,37.42,22.28,"n","n",8.58083655,"1"
"1471","07-Jun-2015 10:07:59",8.2509275,10,2,4.79189162126283,1025479.1989415,273650.808333,48.73,42.44,"n","n",8.25095175,"1"
"1475","07-Jun-2015 11:53:33",20.556199,108,10,5.027390069912,3212807.579505,450994.470525,36.79,28.2,"n","n",20.55622325,"1"
"1476","07-Jun-2015 12:00:00",48.096908,13,1,1.13225413969642,56911.193284,30896.029662,22.61,17.2,"n","n",48.09693225,"1"
"1478","07-Jun-2015 12:11:23",8.4944231,3,0,3.39633840961739,1061528.601107,342402.088842,84.73,70.82,"n","n",8.49444735,"0"
"1479","07-Jun-2015 12:12:17",0,1,0,5.24484120100466,506127.009111,107483.455402,21.94,6.31,"n","n",2.425e-05,"0"
"1481","07-Jun-2015 12:38:41",11.816002,72,3,1.90329635120177,430325.457005,360795.154873,34.66,27.76,"n","n",11.81602625,"1"
"1484","07-Jun-2015 13:00:14",0,1,0,0.516328693264367,26237.056847,50814.640343,21.98,14,"n","n",2.425e-05,"0"
"1487","07-Jun-2015 13:04:48",13.92644,18,2,1.29826298079724,45431.30056,47832.962932,19.6,12.37,"n","n",13.92646425,"1"
"1488","07-Jun-2015 13:20:54",22.298489,19,2,1.69909099284886,20105.60817,11833.155643,9.37,2.27,"n","n",22.29851325,"1"
"1489","07-Jun-2015 13:22:46",0.002456033,6,1,6.53890230386836,407006.192519,66105.221438,22.76,16.54,"n","n",0.002480283,"1"
"1490","07-Jun-2015 13:25:21",143.17196,681,31,0.797932588590953,30963.939009,58724.721944,18.23,12.41,"n","n",143.17198425,"1"
"1493","07-Jun-2015 13:48:37",40.009938,149,6,2.57885035313228,250965.847905,99219.579506,42.08,34.51,"n","n",40.00996225,"1"
"1495","07-Jun-2015 14:17:08",75.925549,47,3,0.490325166171603,226530.529576,462000.617559,25.11,20.11,"n","n",75.92557325,"1"
"1498","07-Jun-2015 14:23:17",86.054273,18,2,1.16998900622501,35614.530209,42132.553426,12.16,4.86,"n","n",86.05429725,"1"
"1499","07-Jun-2015 14:29:54",14.219757,26,1,0.808577061719403,139499.781769,184679.646235,47.53,40.36,"n","n",14.21978125,"1"
"1501","07-Jun-2015 14:37:33",32.479657,12,2,1.12316964660926,653272.599738,760928.529928,84.84,78.7,"n","n",32.47968125,"1"
"1502","07-Jun-2015 14:38:58",0.001042897,5,1,1.603833914834,23721.998746,17696.835221,8.81,3.74,"n","n",0.001067147,"1"
"1505","07-Jun-2015 15:20:03",0,1,0,0.449351131580621,29947.438564,114854.621407,32.9,25.12,"n","n",2.425e-05,"0"
"1506","07-Jun-2015 15:26:11",0.002362993,11,1,0.857078222439576,68728.640454,113510.159344,42.55,36.6,"n","n",0.002387243,"1"
"1508","07-Jun-2015 15:55:10",90.068968,411,23,1.04280200679171,36991.387607,38072.103888,15.75,7.84,"n","n",90.06899225,"1"
"1509","07-Jun-2015 15:58:24",56.81643,298,11,0.7601242425136,78146.425727,114809.031991,37.1,30.81,"n","n",56.81645425,"1"
"1511","07-Jun-2015 16:13:54",12.075605,24,2,1.27399160368183,70546.031027,73472.209628,17.7,13.04,"n","n",12.07562925,"1"
"1512","07-Jun-2015 16:24:32",2.0205972,2,0,0.852893676776437,157205.674996,204519.303681,43.76,37.6,"n","n",2.02062145,"0"
"1517","07-Jun-2015 16:36:35",33.174713,58,2,2.03466278432669,23247.553531,29226.167881,10.58,3.05,"n","n",33.17473725,"1"
"1518","07-Jun-2015 16:42:15",30.972705,68,2,0.995897177966913,230616.408976,321266.627083,56.36,51.43,"n","n",30.97272925,"1"
"1519","07-Jun-2015 16:46:34",0.00256987,7,1,0.651879607557852,7065.40241,15109.161115,12.17,5.95,"n","n",0.00259412,"1"
"1520","07-Jun-2015 17:12:06",45.526444,70,6,28.4005448133493,6315.974185,222.389191,1.26,8.86,"n","n",45.52646825,"1"
"1524","07-Jun-2015 18:44:02",9.4516501,82,4,8.07043298476562,4010701.272689,516450.261234,64.18,50,"n","n",9.45167435,"1"
"1526","07-Jun-2015 19:00:17",9.2114671,3,0,4.37383422586678,342397.205294,106674.249648,66.48,56.27,"n","n",9.21149135,"0"
"1528","07-Jun-2015 19:13:21",36.535354,259,14,4.47904966010759,324308.201935,112487.767307,43.08,35.94,"n","n",36.53537825,"1"
"1531","07-Jun-2015 20:23:06",4.0780581,10,1,0.238265940379509,3942.462113,26171.685247,5.81,6.27,"n","n",4.07808235,"1"
"1534","07-Jun-2015 20:45:34",29.498,73,4,0.974670044716568,172087.867773,176560.127918,49.13,32.09,"n","n",29.49802425,"1"
"1537","07-Jun-2015 21:12:45",32.965545,104,2,0.472925809578218,64126.088709,180476.323848,52.23,44.86,"n","n",32.96556925,"1"
"1538","07-Jun-2015 21:14:26",53.958877,240,9,0.584729969541624,33005.565288,95969.153443,20.43,3.39,"n","n",53.95890125,"1"
"1539","07-Jun-2015 21:37:58",19.752575,18,2,0.681131650105789,195260.391214,339623.232324,62.42,39.5,"n","n",19.75259925,"1"
"1540","07-Jun-2015 21:45:29",83.793571,105,7,1.36445056926372,814852.747686,690876.654121,71.59,60.3,"n","n",83.79359525,"1"
"1543","07-Jun-2015 22:14:30",24.002456,122,8,1.27192423222344,361175.286023,321933.054364,50.49,40.11,"n","n",24.00248025,"1"
"1544","07-Jun-2015 22:18:55",3.2044431,5,1,0.28242939642933,34064.179559,126462.013025,29.94,21.63,"n","n",3.20446735,"1"
"1545","07-Jun-2015 22:19:52",4.3834833,6,1,1.04849368886205,204179.327878,194735.867318,20.5,15.29,"n","n",4.38350755,"1"
"1546","07-Jun-2015 22:26:04",49.315911,7,1,3.21195837138612,285777.712723,123019.698865,29.14,23.12,"n","n",49.31593525,"1"
"1547","07-Jun-2015 22:32:32",22.102703,142,10,1.3154160825478,808311.250856,614490.929205,54.87,47.71,"n","n",22.10272725,"1"
"1548","07-Jun-2015 22:35:48",76.180775,36,3,1.45753821966831,139335.832465,151811.224926,41.58,34.96,"n","n",76.18079925,"1"
"1552","07-Jun-2015 22:58:01",25.510914,76,6,0.876261153636741,474741.046131,541780.317615,48.04,42.02,"n","n",25.51093825,"1"
"1556","07-Jun-2015 23:28:49",62.337797,5,0,4.15211096354622,212825.328777,72138.278458,13.8,4.77,"n","n",62.33782125,"0"
"1557","07-Jun-2015 23:32:18",9.7040476,14,1,1.2994302953158,124745.989461,106414.224816,24.84,18.48,"n","n",9.70407185,"1"
